Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
21,2,13,3,,2,7,4,5,3,1,1,7,7,7,7,7,7,6,2,5,4,5,4,6,7,7,7,6,2,2,2,2,6,2,5,5,4,4,5,6,6,6,6,6,5,7,4,2,2,4,4,5,6,4,10,60,20,0,10,10,30,40,10,10,5,6,7,6,2,6,6,7,7,4,6,2,6,5,6,1,6,4,2,5,1,3,4,5,6,6,6,6,7,7,6,4,2,2,4,6,1,2,2,4,4,2,3,2,3,3,65,4,4,4,2,4,5,5,4,4,5,2,3,4,4,4,4,4,5,7,1,70,20,70,50,small-mindedness and selfishness ,4,4,4,4,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,5,6,7,6,200000,80,200000,80,200000,80,80,2,5,1,1,3,6,6,2,2,2,5,5,1,4,4,5,5,2,2,4,5,4,4,2,4,2,5,3,5,3,5,3,2,8,4,2,4,6,3,6,7,3,777735145,100
20,2,10,1,,2,4,2,5,5,4,3,5,5,5,5,4,6,3,2,6,5,5,3,6,5,7,7,7,4,5,2,2,3,3,4,3,4,3,5,5,5,4,2,5,6,6,2,3,3,3,1,4,7,7,10,20,60,0,10,10,10,70,0,10,6,5,6,6,5,5,5,6,6,3,5,3,5,6,6,6,6,4,2,4,2,4,2,6,4,6,6,5,4,6,5,4,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,5,5,5,5,4,5,2,11,3,4,2,4,2,5,5,5,3,2,3,3,2,6,4,5,5,6,3,4,5,3,51,65,32,50,66,49,73,49,cliquey,5,2,4,3,3,5,2,3,4,3,3,2,5,5,5,300,80,300,80,300000,80,80,4,1,3,3,2,5,4,3,2,1,5,4,4,3,3,5,4,2,4,2,3,2,3,4,2,4,3,2,2,4,2,3,2,3,4,4,3,5,4,6,5,3,188133606,100
19,2,7,1,,1,5,4,5,3,2,3,4,5,5,4,4,3,3,2,3,3,3,3,4,4,4,4,4,5,4,2,3,2,2,2,2,2,1,5,4,4,5,5,3,5,5,4,4,4,4,4,,,,0,0,2,0,98,5,3,62,0,30,5,5,5,5,4,4,4,4,5,5,4,3,4,4,5,2,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,5,5,5,4,4,3,5,3,4,4,4,4,2,4,0,52,4,3,2,2,3,5,5,4,4,4,4,4,4,4,5,5,5,5,3,5,46,50,17,50,nil,4,,3,4,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,250,0.78,250,078,250000,0.78,78,2,3,3,3,5,3,5,5,3,3,4,4,4,4,4,4,4,3,2,3,3,4,3,3,3,3,3,3,4,2,4,2,4,2,2,4,4,4,4,4,4,4,7176457,100
19,2,5,3,,1,7,4,5,2,4,1,7,6,3,1,6,7,4,2,7,6,7,4,7,2,7,7,7,1,5,2,2,2,1,1,3,3,1,7,7,7,7,7,7,7,7,4,4,3,3,3,,4,6,0,0,50,20,30,0,0,60,30,10,6,6,6,6,4,6,6,7,6,4,7,1,7,7,7,1,7,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,4,5,2,5,5,33,5,5,3,3,3,5,5,5,2,2,4,3,6,4,7,7,1,7,7,1,86,82,56,82,very polite most of the time :),5,2,4,5,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,200,0.8,200,08,200000,0.8,80,1,5,1,1,1,7,7,1,2,1,4,3,1,3,1,4,5,1,2,2,5,5,5,5,4,1,5,2,5,2,6,1,6,1,5,5,2,6,2,7,,1,240356954,100
19,1,1,1,,1,5,6,7,6,6,1,7,7,7,6,6,7,7,2,4,3,3,1,6,5,7,3,2,5,3,1,3,1,2,4,1,2,6,6,6,6,6,3,7,7,7,3,1,1,1,2,6,6,6,10,30,60,0,0,35,35,30,0,0,7,7,7,7,5,5,3,7,7,7,6,1,7,6,6,7,6,5,1,5,1,5,1,6,4,5,3,6,4,5,4,5,6,4,6,5,5,5,4,4,5,2,4,2,6,7,35,7,7,3,3,3,6,6,6,6,6,2,6,6,5,7,7,7,7,7,2,80,80,90,20,cautious ,5,3,2,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,6,7,3,3,"250, 000",0.6,250000,06,250000,0.6,60,2,4,2,7,7,5,5,5,4,4,3,4,4,3,,4,4,4,1,2,3,5,1,4,1,2,2,5,5,5,5,8,3,8,5,2,1,7,6,7,7,6,107128052,100
19,2,10,1,,1,4,5,6,5,3,7,3,3,3,4,4,5,3,1,6,3,2,2,7,7,7,6,5,3,5,1,4,1,5,6,4,2,5,5,5,5,5,4,5,5,6,3,4,3,3,3,2,2,7,5,3,90,0,2,10,30,55,0,5,6,7,7,6,5,4,4,6,6,3,6,4,5,5,6,2,5,4,2,5,2,4,2,7,6,6,6,5,6,7,6,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,3,3,2,3,1,3,4,50,6,5,4,3,3,6,7,6,3,2,4,3,6,1,5,5,3,6,6,5,4,3,49,71,25,11,88,73,30,17,,6,2,5,6,2,5,2,2,3,4,3,2,4,5,6,250,80,250,80,250000,80,80,2,4,2,3,2,5,5,1,3,2,5,3,3,3,3,3,3,3,5,3,1,2,3,3,2,4,3,4,5,3,6,8,3,4,2,3,5,7,5,6,6,6,365833769,100
18,2,10,1,,1,7,3,6,4,3,2,7,6,6,6,5,7,4,2,4,5,5,3,7,7,7,3,7,3,6,3,3,2,4,4,3,3,3,7,7,7,7,7,7,7,7,3,3,3,3,3,6,5,7,15,0,70,5,10,20,0,60,0,20,7,7,7,7,4,4,4,4,4,4,7,1,6,7,7,1,7,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,6,7,3,7,1,7,3,90,7,7,1,5,1,7,7,5,6,3,1,1,7,1,4,3,1,6,7,7,7,7,100,68,69,50,100,47,73,81,racist,7,1,1,7,1,7,2,2,7,7,7,7,7,6,7,100,66,100,66,100000,66,66,1,5,1,2,1,4,6,1,,3,3,3,3,,3,3,,3,4,3,4,4,3,3,4,3,3,4,2,4,3,2,3,3,2,3,3,4,3,4,4,4,970460964,100
19,2,10,1,,2,6,2,5,5,4,5,6,3,2,3,2,6,5,2,5,5,5,2,6,6,6,5,6,5,6,1,3,1,1,3,4,3,1,5,6,6,5,6,5,6,5,4,4,4,4,4,,,,0,10,70,0,20,5,5,80,5,5,6,5,6,6,6,7,7,6,6,5,6,2,5,6,6,2,6,4,2,4,2,4,2,6,6,6,7,5,5,6,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,1,5,1,5,0,,5,5,2,4,3,6,6,5,5,5,3,3,6,3,4,5,3,5,3,3,6,2,60,70,30,30,70,50,40,50,,6,2,4,5,2,4,2,2,6,6,5,5,5,6,6,250,0.64,250,064,250000,0.64,64,2,4,2,2,3,5,5,2,4,4,5,3,2,4,3,4,4,3,4,2,4,4,5,4,5,1,5,2,1,6,5,2,5,4,2,5,2,5,5,6,5,3,154001883,100
18,2,10,1,,1,6,2,4,6,2,4,6,4,3,3,3,5,3,2,5,2,2,2,4,6,7,4,4,7,4,1,1,2,3,2,1,2,1,3,4,3,3,1,4,2,4,3,3,3,3,3,,,7,2,0,93,5,0,2,0,92,6,0,6,4,5,6,4,3,4,5,5,3,5,3,4,5,5,4,4,2,4,3,4,4,2,5,3,4,3,3,3,5,3,4,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,3,4,5,3,4,2,1,11,1,1,5,1,5,3,4,5,,5,2,3,4,3,5,2,3,4,3,5,4,5,65,55,40,25,90,30,80,100,,3,6,5,2,3,5,7,10,5,6,4,3,5,4,3,275000,50,275000,50,275000,50,50,5,1,4,6,7,4,2,4,1,3,3,4,2,2,3,4,3,2,4,2,4,4,2,2,2,3,2,1,4,3,8,5,6,2,2,4,5,4,2,4,3,6,383208051,100
20,2,10,1,,2,4,6,6,6,5,4,7,5,4,5,5,6,4,2,3,2,1,1,4,6,6,4,6,5,5,1,1,1,1,1,1,1,6,5,5,5,5,3,6,5,6,3,3,3,3,3,2,3,7,10,10,70,10,0,15,10,70,5,0,5,5,5,5,5,5,5,6,6,6,6,2,4,6,6,2,6,5,1,5,1,5,1,7,5,7,5,5,7,7,5,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,6,6,4,4,2,1,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,6,3,1,60,78,60,78,60000,78,78,,,,3,1,4,2,1,3,4,3,3,3,,3,3,3,3,1,5,5,4,3,3,4,2,4,5,3,2,5,8,3,4,4,2,1,6,1,4,4,1,772924975,100
19,2,10,1,,1,4,5,6,6,4,4,6,5,5,4,5,6,5,1,5,4,5,5,6,6,6,6,6,3,5,3,2,3,2,1,3,2,4,5,5,6,6,5,5,5,6,3,4,4,3,3,5,3,7,10,10,50,25,5,25,20,40,10,5,6,6,6,6,5,5,5,6,6,5,6,3,5,5,6,2,6,4,2,4,2,4,2,6,5,5,5,4,5,5,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,1,6,5,4,6,1,6,1,13,6,5,2,3,3,5,5,5,4,4,2,2,6,2,4,5,3,5,4,4,5,2,42,67,65,64,31,61,77,56,annoying ,6,2,3,5,2,5,2,2,4,4,4,3,5,2,4,300,62,300,62,300000,62,62,2,4,2,4,2,5,5,2,3,3,5,3,4,4,3,4,4,3,2,4,4,3,3,4,4,1,4,4,3,3,5,8,4,8,3,4,3,6,5,6,6,4,338468893,100
19,1,10,1,,1,3,5,6,5,5,1,7,5,4,5,5,5,4,2,5,4,4,3,6,6,7,5,5,4,6,1,2,2,1,1,2,1,2,6,6,7,6,4,6,7,7,4,4,3,3,3,1,2,7,3,4,40,3,50,5,15,40,15,30,7,7,7,6,5,6,4,5,7,6,6,1,4,1,7,4,6,4,2,3,1,5,2,6,6,6,5,5,6,7,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,3,3,2,2,2,3,3,15,2,1,3,3,4,6,7,5,5,5,4,3,6,1,5,4,4,7,,4,6,2,60,60,40,35,70,50,40,55,,6,2,4,6,3,5,3,3,4,4,4,4,2,6,5,225,0.78,225,078,225000,0.78,78,2,4,2,2,2,6,6,1,3,3,5,5,4,5,3,5,5,1,1,4,4,3,4,3,4,2,4,3,4,2,2,1,8,4,4,4,3,6,3,6,5,3,261809792,100
,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809362949,4
18,2,8,1,,1,5,4,5,5,3,2,6,7,7,6,6,5,5,2,6,5,6,3,5,6,7,6,6,4,5,4,2,3,4,2,5,3,3,6,6,7,6,6,6,6,7,3,4,3,4,3,3,5,4,10,30,40,10,10,0,80,20,0,0,6,6,6,7,4,6,6,7,7,5,6,3,5,6,7,1,6,4,1,5,2,4,2,5,5,5,5,4,5,6,4,5,4,5,4,5,2,2,1,5,5,3,5,1,5,5,37,6,4,3,3,3,5,6,6,6,6,3,3,6,3,6,6,6,6,7,1,19,71,31,26,Kind,5,3,3,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,4,5,5,5,150,50,150,50,150000,50,50,3,3,3,3,3,5,5,2,4,2,4,3,3,3,3,3,4,3,2,3,4,4,3,3,4,2,4,4,4,4,3,2,4,3,3,2,2,5,2,5,6,1,176132034,100
18,2,10,1,,1,3,3,4,4,5,2,7,6,6,4,5,7,6,1,7,7,7,4,5,2,4,7,7,3,5,6,4,5,1,3,5,1,2,5,6,7,7,6,7,7,7,3,3,4,4,3,5,3,6,10,10,50,10,20,5,15,60,20,0,6,5,6,6,5,7,7,6,6,4,7,1,6,7,7,7,7,4,1,4,1,4,1,5,6,6,6,4,6,6,7,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,6,6,1,5,1,5,10,80,6,5,2,5,3,6,7,4,3,2,5,3,7,4,3,4,4,6,6,7,7,1,76,71,60,60,73,49,63,71,,6,2,3,5,1,4,2,2,6,7,6,5,6,6,7,250,63,250,63,250000,63,63,2,5,1,1,1,6,7,1,4,3,5,5,3,4,4,5,4,4,2,3,4,4,4,5,5,1,4,5,3,4,5,2,2,3,4,3,1,7,2,6,6,1,444751260,100
19,2,10,1,,1,5,2,6,5,1,6,6,5,5,4,5,5,4,2,5,6,6,4,6,5,5,6,4,3,5,3,3,4,2,2,2,3,5,6,6,6,6,5,6,6,5,3,3,3,3,3,4,2,7,7,0,90,0,3,30,9,60,0,1,6,6,7,6,5,6,6,7,7,4,6,3,5,6,6,3,7,4,2,4,2,4,2,6,5,6,5,4,5,6,6,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,6,5,2,5,1,5,4,61,5,4,3,2,3,6,6,5,5,5,2,2,6,1,4,5,2,5,5,6,5,2,55,81,40,20,75,40,61,61,,6,2,2,6,2,5,3,3,5,6,4,5,3,3,2,290000,75,290000,75,290000,75,75,2,4,2,3,2,4,4,1,4,3,4,4,3,2,3,4,3,3,1,4,4,4,3,4,4,2,4,3,5,8,5,8,5,2,2,5,4,6,3,6,5,4,822076420,100
19,2,7,3,,2,6,7,7,5,7,5,7,4,4,6,7,6,7,2,2,2,2,2,7,7,7,7,6,6,6,3,1,1,1,1,4,1,1,5,6,7,7,6,5,5,6,4,4,3,4,4,,,5,10,10,20,10,50,5,5,70,0,20,5,5,5,6,6,6,6,6,6,6,6,2,6,4,6,4,3,4,2,4,2,4,2,7,5,5,6,4,6,4,5,6,6,5,5,5,2,4,1,2,5,2,5,1,6,1,90,6,6,3,1,4,5,5,3,5,5,2,2,6,3,7,7,7,7,5,7,30,80,20,25,,6,1,1,5,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,1,6,5,2,200000,80,200000,80,200000,80,80,2,4,1,2,5,5,5,3,4,2,4,5,1,3,2,5,4,2,2,2,4,4,2,1,4,1,3,1,8,8,6,6,4,8,3,4,1,1,1,6,6,1,874752528,100
19,2,10,1,,2,7,4,5,3,3,4,6,6,5,4,3,6,5,1,7,6,5,2,5,5,5,7,6,3,4,2,4,2,4,4,6,5,5,7,7,7,6,4,5,4,5,3,3,3,3,3,4,6,6,30,8,60,1,1,4,3,90,2,1,6,6,6,6,3,3,3,6,5,5,5,1,5,6,6,2,6,5,1,4,2,4,2,6,6,6,5,4,5,5,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,6,5,2,4,1,5,3,30,3,3,3,3,3,5,6,3,2,2,4,4,5,2,3,5,2,5,5,5,5,3,70,63,50,19,76,50,66,66,shallow,6,1,2,5,1,5,4,3,6,7,5,5,6,5,6,150000,55,150000,55,150000,55,55,1,5,2,3,2,5,5,2,4,4,4,5,2,5,1,4,5,4,1,4,5,2,4,5,4,1,4,5,4,8,2,2,4,8,4,4,2,6,2,6,6,2,185324371,100
18,2,12,1,,1,4,4,6,6,2,4,6,6,4,4,4,4,4,2,6,5,4,2,5,6,7,4,4,9,3,2,2,2,2,2,2,,2,2,3,4,3,2,3,2,2,4,3,1,2,2,4,4,6,10,20,40,30,0,20,30,10,30,10,5,5,5,5,5,5,5,5,5,5,2,5,4,2,2,3,3,4,2,4,2,4,2,7,3,3,3,5,2,2,2,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,2,3,3,6,4,2,2,5,62,6,6,4,2,4,6,6,5,5,5,4,5,6,3,4,4,4,6,2,3,2,6,49,50,50,49,90,20,90,70,,4,4,4,4,4,4,8,7,2,2,2,2,2,2,2,200,0.6,200,06,200000,0.6,60,3,3,3,3,3,3,3,3,5,5,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,2,3,2,3,3,,4,2,4,3,3,4,3,4,60829442,100
19,2,10,1,,1,4,3,6,5,2,1,7,5,5,7,5,5,5,1,7,4,3,2,6,7,7,7,7,7,3,,,,,,,,,5,6,5,5,3,6,5,6,3,3,3,3,3,,,,20,5,60,,15,1,5,70,0,24,3,5,6,6,4,4,2,5,6,4,5,3,5,4,5,2,6,5,1,3,3,5,1,6,6,6,6,4,4,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627796721,73
19,2,10,1,,1,5,2,5,3,2,4,6,5,3,4,3,4,4,1,7,7,7,6,7,,6,7,7,5,5,4,5,4,2,5,5,4,4,4,4,5,5,4,6,6,6,2,4,3,2,3,4,5,5,20,40,30,5,5,10,90,0,0,0,6,6,6,6,6,6,6,7,7,7,7,2,6,6,7,2,6,5,1,5,1,5,1,6,6,7,6,6,6,7,6,6,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,2,7,1,7,1,7,8,95,7,7,2,4,2,6,7,6,6,5,4,3,7,1,3,4,3,7,6,7,6,2,50,61,30,30,70,70,80,70,,7,1,1,7,1,7,1,1,6,6,4,4,4,5,5,300,78,300,78,300000,78,78,2,3,2,2,3,3,4,1,5,4,4,4,3,3,3,4,4,3,2,3,3,4,5,4,5,1,4,4,5,5,5,4,5,5,4,4,2,6,4,6,6,4,619757133,100
21,2,10,1,,2,5,3,3,1,1,5,5,5,6,7,2,2,7,2,6,4,2,2,5,2,5,5,3,5,5,1,1,1,1,1,2,3,2,3,3,2,3,4,5,4,5,1,3,3,3,3,1,,7,10,10,80,0,0,20,30,50,0,0,6,5,5,5,3,5,5,4,4,3,5,5,4,3,5,4,5,4,2,3,3,5,2,6,5,6,6,7,2,6,2,6,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,3,3,1,1,3,Quite a few,82,4,2,3,3,2,5,6,3,2,2,4,4,6,1,5,6,4,7,4,3,5,3,78,45,82,82,98,50,82,82,,5,4,2,5,4,6,8,3,5,4,5,4,3,3,6,255,First ,255,,255000,#VALUE!,,2,5,1,3,2,4,5,4,3,3,2,3,3,3,3,3,3,3,1,4,3,4,3,3,3,2,4,1,1,4,4,2,8,8,4,1,1,7,6,7,7,4,396605724,100
19,2,10,1,,2,2,5,7,2,1,7,6,7,6,6,7,7,6,2,6,6,5,2,6,7,7,5,7,5,2,3,4,1,2,2,4,4,4,6,6,7,7,5,5,6,7,3,3,3,3,3,,,7,20,0,70,10,0,20,0,60,10,10,6,7,7,6,3,5,3,7,7,4,7,5,5,3,7,2,7,5,1,3,3,5,1,6,5,6,4,6,3,3,2,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,7,6,2,6,2,6,2,20,7,6,2,3,3,7,7,5,5,2,4,5,7,1,4,5,2,7,7,7,7,3,82,61,86,95,18,70,49,3,?,6,2,2,6,1,7,5,2,6,5,5,2,5,6,6,32000,70,32000,70,32000,70,70,2,2,4,3,3,5,5,3,4,3,4,4,5,4,2,3,4,2,2,4,3,4,4,2,4,1,4,1,4,2,5,8,3,2,4,5,2,5,5,6,5,5,416665795,100
18,2,10,1,,1,4,6,6,6,2,2,6,3,2,3,3,6,2,1,6,2,3,2,7,6,6,6,7,3,5,5,3,4,1,1,4,3,1,6,6,6,6,5,6,7,7,3,3,3,3,3,2,5,6,10,20,70,0,0,20,20,60,0,0,6,5,5,6,4,6,6,7,7,5,6,2,6,6,7,1,6,5,1,5,1,5,1,7,5,6,5,6,5,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,5,5,2,4,1,5,8,40,3,2,3,3,3,5,6,3,3,2,3,2,7,2,5,6,2,7,6,6,7,1,71,51,51,40,92,50,71,10,,6,3,5,5,2,4,3,3,4,5,5,4,6,6,6,200,50,200,50,200000,50,50,2,4,2,2,1,5,6,1,4,4,5,4,4,3,3,4,5,3,1,3,4,3,2,3,4,2,3,5,2,4,4,8,8,4,4,2,6,7,6,7,7,6,368811419,100
25,2,10,1,,2,5,6,7,4,3,2,7,7,5,7,7,4,4,2,6,7,4,3,5,6,7,7,5,3,4,1,2,3,2,1,4,3,2,4,6,6,7,4,6,7,7,3,3,3,3,3,4,,4,10,5,75,5,5,1,4,85,10,0,5,6,6,6,3,6,6,6,6,5,6,2,5,7,7,1,7,5,1,5,1,5,1,6,5,5,6,5,6,6,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,6,5,3,3,4,6,1,6,2,75,7,4,2,2,3,6,7,4,2,1,3,5,7,3,5,4,2,4,6,7,6,7,70,60,30,30,80,50,70,50,"Depending on areas in the UK, I think there can be an element of discrimination and the attitude of 'help your own'. But I think this comes from a lack of understanding or ignorance that you can be British and any ethnicity.",7,1,4,5,1,5,1,1,5,6,4,2,5,6,7,60,0.7,60,07,60000,0.7,70,2,4,2,7,2,5,5,1,1,4,5,4,5,5,3,5,5,3,2,3,5,4,2,5,3,1,5,4,6,3,4,1,4,2,2,4,3,6,5,6,7,2,122969742,100
