Age,Gender,Ethnicity,BrCitizen,AgetoUK,UniYear,BSPub1R,BSPub2,BSPub3,BSPub4,BSPubResp,BSSlur1R,BSSlur2,BSSlur3,BSSlur4,BSSlur5,BSSlur6,BSSlur7,BSSlurResp,BSDrunkGroup2B,BSDrunk1,BSDrunk2,BSDrunk3,BSDrunk4,BSDrunk5,BSDrunk6,BSDrunk7,BSDrunkResp,BSDrunkRisk,LeftRight,GenTrust,CivEngPol1,CivEngVol1,CivEngPol2,CivEngVol2,CivEngVol3,CivEngPol3,CivEngVol4,CivEngPol4,DivPol1,DivPol2,DivPol3,DivPol4,DivPol5,DivPol6,DivPol7,DivPol8,FrEthn1,FrEthn2,FrEthn3,FrEthn4,FrEthn5,IOSblack,IOSsAs,IOSwhite,InteractBlack,InteractSAsian,InteractWBrit,InteractOthBr,InteractNonBr,SchoolBlack,SchoolSAsian,SchoolWhBr,SchoolOthBr,SchoolNonBr,SelfExp1,SelfExp2,SelfExp3,SelfExp4,DivValWhBr,DivValBlackBr,DivValSAsBr,DivValpersBr,DivValpersUni,DivValProm,DivValInstr1,DivValInstr2R,DivValpersContact1,DivValInstr3,DivValInstr4,DivValpersContact2R,DivValInstr5,AffBlWarm,AffBlNeg,AffSAsWarm,AffSAsNeg,AffWhWarm,AffWhNeg,SCMBlConfident,SCMBlSincere,SCMBlCompetent,SCMBlWarm,SCMSAsConfident,SCMSAsSincere,SCMSAsCompetent,SCMSAsWarm,SCMWhConfident,SCMWhSincere,SCMWhCompetent,SCMWhWarm,nWhExpWhComplimented,nWhExpWhRidiculed,nWhExpWhMadeFeelUnwanted,nWhExpWhVerbAbused,nWhExpWhBefriended,nWhExpWhMadeFeelWelcome,nWhExpWhIntimidated,nWhExpWhSupported,nWhExpWhThreathened,nWhExpWhHelped,nWhExtConNum,nWhExtConPerc,nWhSelfDiscWorry,nWhSelfDiscFeel,nWhAnxHallUnhappy,nWhAnxHallPleased,nWhAnxHallTense,nWhEmpathy1,nWhEmpathy2,nWhPerspTak1,nWhPerspTak2,nWhPerspTak3,nWhPerspTak4R,nWhPerspTak5R,nWhBelDirections,nWhBelDancing,nWhEthnId1,nWhEthnId2,nWhEthnId3,nWhEthnId4,nWhWhPriv1,nWhWhPriv2R,nWhSterWhPriviliged,nWhSterWhSupportive,nWhSterWhArrogant,nWhSterWhPrejudiced,Rubbish8,nWhExpComfortable,nWhExpSuspicious,nWhExpAwkward,nWhExpSecure,nWhExpThreatened,nWhExpConfident,nWhUnfavWh,WhExpBlComplimented,WhExpBlRidiculed,WhExpBlMadeFeelUnwanted,WhExpBlVerbAbused,WhExpBlBefriended,WhExpBlMadeFeelWelcome,WhExpBlIntimidated,WhExpBlSupported,WhExpBlThreathened,WhExpBlHelped,WhExtConNum,WhExtConPerc,WhSelfDiscWorry,WhSelfDiscFeel,WhAnxHallUnhappy,WhAnxHallPleased,WhAnxHallTense,WhEmpathy1,WhEmpathy2,WhPerspTak1,WhPerspTak2,WhPerspTak3,WhPerspTak4R,WhPerspTak5R,WhBelDirections,WhBelDancing,WhEthnId1,WhEthnId2,WhEthnId3,WhEthnId4,WhGuilt1,WhGuilt2,WhWhPriv1,WhWhPriv2R,WhSterWhPriviliged,WhSterWhSupportive,WhSterWhArrogant,WhSterWhPrejudiced,WhMetaSterWhPriviliged,WhMetaSterWhSupportive,WhMetaSterWhArrogant,WhMetaSterWhPrejudiced,Rubbish1,WhExpComfortable,WhExpSuspicious,WhExpAwkward,WhExpSecure,WhExpThreatened,WhExpConfident,WhUnfavSAsBr,WhUnfavBlBr,FrequDiscrLabour,FrequDiscrPolice,FrequDiscrFellWhEmpl,FrequDiscrFaculty,FrequDiscrGlaring,FrequDiscrSlurs,FrequDiscrPubs,Rubbish2,Rubbish3,Rubbish4,Rubbish5,MedWealthAfrCar,Rubbish6,SharAfrCarFirstTwoOne,AttribAbility,AttribEduOpps,AttribRespect,PrejBelNoLonger,PrejBelNoFav,PrejBelLessDes,PrejBelUnequOpps,PrejBelLackResp,RAS2,RAS3,RAS4R,RAS5R,RAS6,RAS7R,RAS8,RAS9R,RAS10R,RAS11,PAuth1,PAuth2R,PAuth3R,PAuth4R,PAuth5R,PAuth6R,PAuth7R,PAuth8,PAuth9R,PAuth10R,SelfDec1R,SelfDec2,SelfDec3R,SelfDec4,SelfDec5R,SelfDec6,SelfDec7,SelfDec8R,MotUnprejExt1,MotUnprejInt1,MotUnprejExt2,MotUnprejInt2,MotUnprejInt3,MotUnprejExt3,ID,PercDone
20,2,9,3,,2,1,7,7,4,6,2,6,6,6,7,6,4,6,2,7,7,7,6,7,7,7,7,7,2,4,3,3,1,1,3,1,1,1,6,6,6,6,4,5,6,7,4,3,4,4,3,,3,7,5,15,25,0,55,0,0,0,0,100,7,7,7,7,5,5,5,7,7,6,6,2,7,5,5,1,7,5,1,5,1,5,1,7,5,7,6,5,6,7,7,6,5,7,7,5,1,1,1,4,5,1,5,1,5,4,50,6,7,1,2,2,7,7,7,7,6,2,2,6,1,7,7,6,6,5,3,70,60,40,40,They are 'too' nice it can seem a little insincere ,7,4,5,6,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,5,5,200,0.65,200,065,200000,0.65,65,2,2,3,6,4,4,5,3,5,5,5,5,3,5,2,5,5,5,1,2,5,4,1,3,5,1,5,4,4,5,6,8,4,5,6,4,1,6,1,7,6,1,365454123,100
21,2,10,1,,2,7,3,5,1,1,2,6,6,7,5,4,5,4,2,1,5,7,4,6,6,7,5,6,4,3,,,,,,,,,3,5,6,4,1,6,6,6,4,3,3,3,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672274078,54
19,2,12,2,11,1,2,7,7,4,3,3,7,4,3,4,4,4,3,2,5,5,5,1,5,5,7,6,6,5,3,2,4,2,5,5,5,3,3,6,7,7,7,7,7,7,7,4,4,4,4,4,,,,5,5,15,5,70,4,1,55,10,15,5,5,6,6,5,6,6,6,6,6,7,2,5,6,7,3,7,4,2,4,2,4,2,7,7,7,5,6,7,7,5,4,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,4,1,4,1,4,,,,,3,3,3,5,6,3,2,2,4,5,5,3,5,6,4,7,3,3,6,3,71,71,30,30,82,53,36,24,,5,2,6,4,2,5,3,3,5,5,3,2,4,4,3,325,0.78,325,078,325000,0.78,78,3,4,3,4,4,5,4,2,4,3,5,4,4,5,4,4,5,2,2,3,4,4,3,3,4,2,4,4,4,3,2,4,8,5,5,5,3,4,2,5,5,1,704332913,100
19,1,2,1,,1,5,4,6,2,1,1,7,7,7,6,7,5,6,2,5,5,3,2,6,2,6,7,7,4,3,1,3,1,5,4,5,5,1,6,7,5,5,3,5,7,7,3,3,3,3,3,6,2,7,20,2,60,15,3,15,10,50,10,15,6,5,7,5,5,7,4,7,7,4,6,3,7,4,7,2,7,5,1,4,2,5,1,6,5,5,7,5,4,7,7,6,5,5,7,5,4,2,2,2,6,2,7,4,5,10,80,7,7,2,3,2,6,7,6,6,6,2,1,6,5,7,3,6,6,6,3,80,95,46,12,,5,2,2,6,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,3,7,7,5,250,60,250,60,250000,60,60,1,4,2,2,1,5,4,3,4,5,5,5,2,4,3,5,5,3,1,5,4,4,4,3,3,2,2,4,2,8,2,6,5,4,4,5,2,7,7,7,6,5,606586100,100
18,2,10,1,,1,7,2,3,3,1,3,5,4,4,5,4,5,3,1,7,4,5,2,6,4,5,6,7,6,5,4,2,1,1,2,2,1,1,3,2,3,4,4,5,5,3,4,3,3,4,3,,,3,0,0,90,0,10,0,0,80,0,20,2,3,3,5,4,5,5,5,5,6,5,3,3,4,6,4,4,4,2,4,2,4,2,6,6,6,6,6,5,6,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,4,1,5,1,6,3,10,5,3,3,3,4,7,7,5,5,4,3,3,6,2,4,5,3,6,6,7,2,6,40,70,70,30,90,60,70,50,,7,1,2,6,1,5,4,4,3,2,3,2,2,3,2,400,80,400,80,400000,80,80,2,4,2,3,3,3,1,1,4,2,4,3,4,3,4,5,4,4,4,1,5,2,2,3,2,1,2,1,4,3,6,8,3,3,4,5,4,6,5,6,6,4,972475522,100
18,2,4,1,,1,5,7,7,5,3,7,4,7,4,4,4,7,2,1,7,7,7,4,7,7,7,5,7,1,3,1,5,1,1,5,5,1,1,7,7,7,7,7,7,7,7,2,,,,,4,7,1,10,75,10,5,0,20,70,10,0,0,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,1,7,5,1,5,1,3,3,7,5,5,5,6,6,6,6,7,3,3,3,2,4,4,2,4,4,2,4,1,4,0,10,2,2,4,2,4,5,5,3,5,5,5,5,2,3,7,7,7,7,7,1,92,40,84,78,,5,7,1,2,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,20000,40,20000,40,20000,40,40,1,5,1,3,6,5,7,7,2,4,5,5,5,5,4,5,5,5,3,2,3,5,5,5,1,1,1,1,1,6,6,1,6,6,6,6,7,7,7,7,7,7,575546586,100
19,2,5,1,,1,7,4,5,4,3,1,6,7,7,4,6,7,4,2,5,6,4,3,5,5,4,6,5,6,4,3,2,2,2,2,3,2,5,6,7,7,5,7,5,6,7,2,2,2,4,3,3,7,2,20,40,10,20,10,30,40,10,20,0,6,7,6,6,5,5,5,6,5,4,5,4,6,6,6,1,6,5,1,5,1,5,1,6,5,5,5,4,6,6,5,4,5,4,5,5,4,5,4,5,4,3,4,4,4,4,35,3,3,3,3,3,4,5,3,2,2,4,5,4,3,7,5,6,4,5,3,71,43,43,38,Some are judgemental ,6,3,3,5,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,5,115,0.084027778,115,00840277777777778,115000,0.084027778,8.402777778,3,4,3,4,5,4,5,3,4,3,5,4,5,3,1,5,5,4,1,4,4,3,3,3,4,2,2,4,4,3,6,4,5,3,5,5,3,3,4,5,6,3,197406736,100
19,2,8,1,,1,7,6,7,5,2,3,7,4,5,2,1,5,2,2,5,7,7,4,6,5,5,5,7,6,3,4,1,1,1,4,5,1,5,7,7,7,7,6,6,5,7,4,1,3,4,1,3,,1,20,10,20,10,40,50,30,10,5,5,5,6,5,6,4,5,6,6,7,5,7,3,6,7,6,2,6,5,1,4,2,3,3,6,5,6,6,5,6,6,6,6,5,5,5,4,5,5,4,5,4,5,4,2,5,1,25,5,3,3,3,3,4,7,6,4,2,5,6,2,3,7,5,5,3,6,2,28,30,43,63,observant,3,4,5,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,6,6,6,265,75,265,75,265000,75,75,4,2,2,1,1,6,4,7,2,3,2,4,4,4,1,4,4,2,3,2,4,4,3,3,4,2,4,5,4,5,5,5,5,5,4,4,3,6,4,6,7,4,882793001,100
19,2,8,1,,1,7,2,1,1,1,1,7,7,7,5,7,5,7,2,6,7,7,7,5,5,6,7,6,1,7,6,4,3,1,1,5,2,1,7,7,7,7,7,7,7,7,2,2,4,4,4,,,,10,10,20,10,50,20,50,5,20,5,5,6,6,7,5,6,6,7,7,5,7,1,7,7,7,1,7,5,2,5,2,4,2,6,5,5,5,5,6,5,6,6,5,5,4,4,4,2,2,5,3,2,4,1,4,6,19,6,6,3,2,4,5,6,2,5,5,4,4,4,7,7,7,6,6,7,1,82,39,22,33,none that i can think of at the moment,4,3,5,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,7,7,7,6,"&lt;£100,000",0.12,100000,012,100000,0.12,12,1,5,3,1,1,6,7,2,4,5,5,3,4,4,4,4,3,3,3,1,5,4,4,3,3,2,3,2,5,3,5,3,4,4,3,8,5,7,3,7,7,3,994210183,100
19,2,10,1,,1,7,4,4,6,1,1,7,6,6,1,1,4,1,2,3,3,2,1,7,5,6,2,7,7,7,3,1,1,4,1,4,4,4,5,4,7,3,2,7,7,6,3,3,3,3,2,4,5,7,10,10,80,0,0,20,10,70,0,0,7,6,6,6,6,6,6,6,6,6,6,2,5,5,6,3,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,1,7,7,1,6,1,5,1,90,7,7,1,5,1,4,7,7,1,1,5,2,7,1,6,4,4,7,1,1,4,1,60,82,50,27,61,81,48,27,Rich,7,1,1,7,1,7,1,1,4,5,2,2,2,4,4,250,0.78,250,078,250000,0.78,78,5,1,5,5,5,3,2,2,5,2,4,5,,3,2,4,4,3,2,3,4,4,5,3,4,1,5,5,2,6,5,2,6,5,3,6,1,7,2,7,7,1,989785379,100
18,2,12,3,,1,4,4,4,4,4,4,4,6,5,5,6,5,6,2,4,4,5,4,3,6,3,5,4,6,3,1,3,5,3,4,6,3,3,4,4,4,4,5,4,4,4,2,4,2,4,3,1,1,1,34,30,5,8,9,4,67,7,9,6,6,3,6,4,6,4,4,6,5,3,6,3,6,5,7,7,6,5,5,3,4,3,5,4,5,6,3,5,5,3,6,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,7,4,4,5,4,7,6,annita,56,4,3,5,2,3,5,7,2,6,2,5,5,5,3,6,6,3,6,4,3,6,5,48,64,32,54,58,41,62,48,interpersonal,4,5,4,5,4,4,6,7,3,5,4,3,2,4,4,50.000£,2:1s,50000,21,50000,21,21,5,4,4,4,5,2,4,5,3,3,5,4,1,2,2,3,4,5,2,4,3,2,3,3,4,2,5,4,2,4,4,4,2,4,3,3,3,5,3,5,4,5,277301330,100
19,2,12,3,,1,3,4,3,4,2,3,4,4,3,6,6,4,4,2,1,3,3,4,5,4,3,5,5,2,5,4,3,4,4,4,3,5,5,4,3,4,5,4,4,5,4,4,4,4,4,4,1,1,3,0,0,10,10,80,0,0,0,0,100,3,2,3,5,2,3,5,4,5,5,4,3,4,4,6,4,5,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,3,4,4,3,0,100,2,3,5,1,4,4,5,4,5,3,4,4,4,3,4,4,3,4,4,5,4,5,72,90,55,75,69,51,32,50,INTERPERSONAL ,2,3,3,3,4,3,4,7,2,3,3,4,3,4,4,50000,43133,50000,43133,50000,43133,43133,5,4,3,4,5,4,4,5,,3,4,2,4,4,4,3,2,4,4,3,4,4,3,4,3,4,3,3,3,3,4,3,2,2,4,3,4,5,3,5,4,4,508638520,100
20,2,10,1,,2,5,7,7,6,3,4,6,3,3,3,3,6,4,2,6,6,6,4,7,6,7,6,7,4,4,2,2,5,2,5,6,5,2,3,5,6,4,6,6,5,6,3,3,3,3,3,,,7,0,0,95,5,0,5,5,85,5,0,6,6,6,6,5,5,5,6,6,5,5,2,5,4,4,2,5,4,2,4,2,4,2,6,6,6,5,5,6,7,6,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,4,4,4,2,5,2,40,6,3,3,3,3,4,5,3,3,2,4,4,6,2,4,5,4,5,6,6,6,6,50,69,61,20,17,60,39,80,,5,2,2,6,1,5,3,3,5,6,5,5,6,7,7,280,0.6,280,06,280000,0.6,60,2,4,2,2,4,4,6,3,3,2,5,4,3,5,3,4,5,4,2,3,4,4,4,4,4,2,4,4,4,2,5,2,5,2,2,5,1,6,2,6,6,2,66754571,100
20,2,2,1,,2,6,5,7,1,1,6,6,1,1,7,1,1,1,2,6,5,1,1,1,5,1,4,5,5,3,6,6,4,6,6,6,6,6,4,5,5,5,4,4,7,6,1,3,1,3,1,7,,7,35,0,65,0,0,35,0,65,0,0,7,7,7,7,3,7,7,7,7,7,7,1,7,7,7,1,7,5,1,3,3,3,3,5,5,5,5,4,4,4,4,4,2,4,4,3,4,5,1,4,4,1,4,1,4,few,80,6,6,4,4,4,6,6,4,1,1,6,7,2,1,7,6,7,7,7,1,70,50,70,65,ignorance,2,5,5,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,7,7,450,65,450,65,450000,65,65,4,4,1,1,7,5,7,2,,,,5,3,3,4,3,4,4,1,5,5,3,5,5,5,1,5,2,3,6,1,6,6,6,6,1,1,4,4,4,4,4,457410582,100
21,2,10,1,,1,6,6,5,2,4,2,7,5,7,3,4,7,5,2,6,2,2,2,6,2,6,6,5,4,2,1,4,1,1,4,4,4,4,6,6,6,6,3,6,3,6,3,3,3,3,3,,,4,5,15,40,30,10,10,10,50,20,10,6,6,6,6,3,5,5,6,6,3,6,2,5,6,6,2,6,5,1,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,5,6,2,4,1,5,0,,7,7,2,4,4,7,7,5,4,4,3,3,7,1,7,7,4,5,1,4,5,3,60,60,80,50,81,64,94,74,,7,1,5,7,1,3,1,1,5,4,3,3,1,5,3,290,70,290,70,290000,70,70,3,3,3,1,2,3,4,1,2,2,4,4,3,3,3,3,3,3,1,1,5,3,2,3,3,3,3,3,2,4,4,2,5,3,2,3,2,6,4,6,6,3,381201525,100
22,2,12,3,,2,2,4,7,5,3,1,5,6,6,7,7,7,7,2,7,6,7,3,7,6,6,7,7,6,6,4,1,4,4,4,1,1,2,5,5,7,6,4,6,5,6,3,4,3,4,4,,,2,30,20,20,0,30,0,0,0,0,100,7,6,7,7,1,5,6,6,6,2,7,1,6,6,6,1,6,2,4,3,3,2,4,6,4,6,2,6,4,6,3,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,1,3,5,2,1,3,3,3,1,1,3,2,4,6,6,1,1,1,7,2,6,2,4,6,5,7,6,3,6,1,60,60,71,65,93,39,61,83,,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,150000,70,150000,70,150000,70,70,3,3,3,2,2,5,5,3,3,3,3,3,3,3,3,3,3,3,2,1,3,5,5,3,5,1,3,2,2,3,4,8,2,3,4,5,5,5,5,5,5,5,15604123,100
19,2,13,1,,1,7,1,1,1,1,1,7,7,7,7,7,7,7,2,7,7,7,5,7,2,3,7,7,2,3,6,1,1,1,1,6,1,6,7,7,7,7,7,7,7,7,4,4,1,4,4,6,,,20,0,0,0,20,80,20,0,0,0,5,6,7,7,3,5,4,7,7,5,7,3,7,7,7,1,7,4,1,3,1,2,4,6,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,0,75,4,1,3,3,3,3,3,7,7,4,3,1,5,3,7,6,7,4,7,1,100,49,90,80,Racism ,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,4,7,7,4,50,0.35,50,035,50000,0.35,35,2,5,1,4,5,4,4,1,2,3,5,5,4,3,4,5,5,3,2,4,4,4,5,5,5,5,5,5,4,4,1,4,2,4,4,8,1,6,4,7,7,5,807294827,100
22,2,13,3,,1,4,2,6,4,7,4,2,6,3,6,3,6,3,1,6,3,6,3,6,5,3,6,4,7,5,4,2,4,4,3,5,4,3,5,6,4,6,3,3,6,4,4,4,4,4,4,1,2,5,20,0,30,15,50,0,0,0,0,70,5,3,5,4,5,3,5,4,3,5,5,3,5,4,3,5,4,2,1,1,1,2,2,3,5,4,4,4,6,3,5,5,3,4,5,5,3,5,4,4,3,5,4,4,6,4,59,1,2,1,2,1,5,3,5,3,6,3,6,3,5,3,5,4,5,3,5,54,34,72,36,Kind ,5,4,3,5,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,3,2,2,50.000£,0.45,50000,045,50000,0.45,45,4,2,3,5,4,3,5,4,3,4,3,4,2,4,3,5,5,3,3,2,3,4,2,4,2,3,4,2,4,2,4,3,4,2,4,3,4,3,5,5,4,4,213779457,100
22,2,10,1,,1,3,5,6,5,6,5,6,5,3,2,2,5,2,2,6,4,2,1,7,6,7,5,7,5,1,3,3,3,3,3,3,3,1,4,7,7,6,4,7,7,7,3,3,3,3,4,7,4,7,5,1,60,14,20,2,8,80,5,5,7,7,7,7,4,3,3,6,7,2,7,2,5,7,7,1,7,5,1,4,2,5,1,7,4,4,6,2,2,6,4,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,5,2,4,5,1,5,Half,50,6,6,3,2,4,6,7,2,1,1,4,4,7,3,7,7,4,4,7,7,7,1,70,40,50,50,100,20,70,50,"white are advantaged over black in all areas - work, health care, school, criminal justice system. ",6,2,3,6,2,5,5,3,7,7,6,6,7,7,6,100,0.084027778,100,00840277777777778,100000,0.084027778,8.402777778,2,4,3,2,3,7,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,310092421,100
20,2,2,1,,1,7,7,4,2,1,4,7,4,4,6,6,5,4,2,5,4,4,1,4,5,6,4,5,5,4,1,1,1,1,1,1,1,2,4,6,6,6,5,5,4,7,2,3,1,1,3,7,7,7,45,25,20,5,5,75,13,10,0,2,7,6,6,7,3,3,3,5,6,3,5,2,6,4,5,1,5,5,1,4,1,4,1,6,5,5,7,3,5,6,3,5,3,5,5,6,2,1,1,6,7,1,6,1,5,4,74,3,3,3,3,4,6,6,5,6,5,3,2,6,1,5,3,4,5,5,3,65,60,65,65,,6,5,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,2,3,4,5,200,0.56,200,056,200000,0.56,56,2,4,3,4,2,6,5,2,3,3,5,4,3,3,3,3,3,3,2,4,3,4,4,2,4,2,4,4,3,4,8,5,2,5,5,8,6,4,2,5,6,5,681733311,100
32,2,10,1,,2,3,5,4,1,4,1,7,7,7,7,7,5,6,2,5,2,2,2,6,3,1,4,7,5,2,4,6,1,1,6,6,6,1,4,4,4,4,4,6,6,4,3,1,3,3,1,7,,7,60,0,30,10,0,80,10,10,0,0,1,1,3,2,2,2,2,5,5,2,4,1,5,5,5,6,6,5,1,5,1,3,3,6,6,6,6,4,4,4,4,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,2,6,2,5,2,20,7,7,1,5,1,4,6,6,6,6,2,2,7,7,1,3,1,6,6,7,4,4,51,53,71,83,52,52,73,81,honesty,7,2,2,6,2,5,3,2,6,6,5,1,2,6,4,"200,000.",0.8,200000,08,200000,0.8,80,3,1,3,3,5,2,2,4,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,5,2,5,2,2,1,1,7,1,1,7,1,260922413,100
19,2,10,1,,1,5,4,3,6,4,4,6,5,4,3,5,6,4,1,5,3,4,2,6,5,6,4,7,4,3,4,5,1,4,5,5,6,2,5,5,6,4,3,5,5,5,3,2,3,3,3,,5,6,9,3,85,0,3,25,20,50,4,1,6,6,6,4,4,4,5,5,4,3,5,3,4,4,5,2,6,4,2,4,1,4,1,6,3,5,3,3,7,7,5,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,5,4,5,3,2,6,1,5,3,3,3,3,4,6,6,3,2,2,5,4,5,6,6,6,5,6,4,6,5,3,70,80,60,55,90,30,90,80,"rude, keep themselves to them selves, not very sociable  ",4,3,5,3,5,4,2,4,5,5,4,3,4,5,4,200,0.084722222,200,00847222222222222,200000,0.084722222,8.472222222,2,2,2,3,2,5,3,3,2,4,3,4,5,4,4,4,2,2,2,3,4,4,4,4,4,2,2,3,3,2,5,2,6,8,3,5,3,3,5,4,5,2,854139539,100
24,2,14,3,,2,4,5,4,5,5,4,3,5,4,5,4,5,4,2,6,4,2,5,5,4,5,4,5,5,4,4,3,4,4,4,3,5,4,5,4,6,6,5,,7,6,2,3,3,2,3,2,6,2,6,3,9,70,1,3,4,3,1,5,4,3,5,6,4,3,5,3,5,4,4,3,4,3,5,4,5,1,,3,,1,3,5,4,4,5,5,5,5,6,4,4,5,5,5,4,4,4,6,4,4,4,6,4,3,62,4,5,,3,,4,4,5,5,4,6,4,5,5,6,4,4,6,6,4,51,57,69,63,Nice,5,4,4,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,4,6,4,Lol,2,,2,,2,2,3,3,4,4,4,5,3,5,2,3,3,2,2,4,3,3,2,3,3,2,3,2,,3,2,3,3,3,3,3,4,3,4,3,4,3,5,5,4,5,5,6,345615497,100
27,1,13,2,18,1,7,1,5,1,1,7,7,7,7,7,7,7,7,2,7,3,6,2,7,1,7,7,7,2,6,5,6,5,2,6,6,3,6,7,7,7,7,7,7,7,7,4,4,4,4,3,2,6,6,1,2,5,2,90,10,10,60,0,20,7,7,7,7,5,7,7,7,7,5,7,1,7,7,7,1,7,5,1,5,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,6,2,3,1,7,6,2,7,1,6,15,80,7,7,2,4,1,7,7,5,4,5,3,3,7,1,7,7,7,7,7,1,82,53,18,47,"Its a half and half situation. A lot of White people are nice, respectful and informed. Half are not.",5,2,4,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,100,0.78,100,078,100000,0.78,78,1,5,1,1,1,6,6,1,1,1,4,2,1,,2,3,3,3,1,2,5,5,5,5,5,1,5,4,6,2,4,8,3,2,3,2,1,1,1,7,7,1,680999600,100
18,2,1,1,,1,6,2,2,1,1,1,7,7,7,4,6,2,7,2,4,5,4,3,7,6,6,7,7,8,3,2,1,1,2,2,6,5,2,6,6,7,7,4,7,7,7,1,1,1,4,3,7,3,4,60,10,30,0,0,40,20,40,0,0,5,6,4,7,4,4,3,5,7,3,7,2,5,7,6,1,6,5,2,5,2,5,2,5,6,6,5,5,6,6,6,7,6,6,6,2,2,5,3,5,6,4,5,3,7,2,29,6,3,3,4,4,4,6,6,2,1,5,1,7,1,7,4,4,6,7,2,30,85,41,47,Kind,5,3,5,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,6,3,4," £26,983",0.35,26983,035,26983,0.35,35,3,4,5,1,1,6,7,2,3,4,5,5,4,5,2,5,5,3,4,2,4,5,5,5,4,2,4,2,4,3,4,8,5,5,4,8,6,7,2,7,6,1,880273738,100
